Keyword,Search Volume,Keyword Difficulty,Position,Previous position,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents
create event tickets,260,61,18,45,2.91,https://www.psprint.com/resources/event-ticket-design-essentials/,0,0,2,1,418000000,"[66,53,53,53,66,81,100,81,100,100,100,100]",2021-12-13,"Reviews, Video",transactional
glossy matte,210,45,27,27,0.81,https://www.psprint.com/resources/brochures-glossy-or-matte/,0,0,0,0.19,38300000,"[81,66,66,66,53,66,66,53,100,66,53,53]",2021-11-17,"Reviews, Featured snippet, Video Carousel, People also ask","commercial, informational"
free kids birthday cards,210,50,59,59,0.6,https://www.psprint.com/design-templates/greeting-cards/~~~~~~birthday,0,0,0,0.83,428000000,"[67,67,23,35,81,54,29,23,100,54,29,81]",2021-11-22,"Image pack, Site links, Reviews, Video",transactional
business pamphlet,210,75,25,25,2.44,https://www.psprint.com/design-templates/brochures/,0,0,0,1,31400000,"[81,65,65,81,65,100,81,81,81,81,81,81]",2021-11-18,"Image pack, Site links, Reviews, Image, Shopping ads, People also ask",transactional
1 round labels printable,210,40,38,38,0,https://www.psprint.com/design-templates/stickers-labels/~~horizontal_circle-vertical_circle,0,0,0,0,75,"[0,100,45,1,1,1,1,1,1,1,1,0]",2021-11-17,"Image pack, Reviews, AdWords top, Shopping ads, Video Carousel",transactional
best sticker printing company,210,50,50,50,4.44,https://www.psprint.com/resources/custom-sticker-printing-company/,0,0,0,1,57900000,"[66,53,66,66,53,66,66,53,53,53,100,81]",2021-11-18,"Site links, Reviews, AdWords top, AdWords bottom, Shopping ads, Video Carousel, FAQ",commercial
cd sleeve printing,210,31,24,24,0.86,https://www.psprint.com/cd-dvd-sleeves,0,0,0,1,6250000,"[82,82,100,54,44,54,44,44,44,36,44,44]",2021-11-26,"Reviews, Video, Video Carousel",transactional
logo label stickers,210,68,14,14,2.54,https://www.psprint.com/design-templates/stickers-labels/,1,0,3,1,42400000,"[81,65,81,81,100,100,81,81,65,54,65,81]",2021-11-19,"Image pack, Site links, Reviews, Video, Image, AdWords top, People also ask, FAQ",commercial
children's flash cards,210,52,30,30,1,https://www.psprint.com/resources/printable-flash-cards-for-kids/,0,0,0,1,136000000,"[100,66,66,53,66,53,53,44,53,44,44,66]",2021-11-17,"Image pack, Site links, Reviews, Video, Shopping ads, Video Carousel, People also ask",commercial
catalogue layout,210,53,45,45,2.2,https://www.psprint.com/design-templates/brochures/,0,0,0,0.97,41700000,"[81,100,66,81,66,81,66,66,66,53,44,66]",2021-11-26,"Image pack, Site links, Reviews, Video Carousel, People also ask","commercial, informational"
wine bottle logo,210,53,99,99,2.25,https://www.psprint.com/resources/wine-and-bottle-label-design-and-printing-tips/,0,0,0,1,460000000,"[100,100,81,100,81,100,81,81,65,81,81,81]",2021-11-18,"Image pack, Site links, Reviews, Video, Image, FAQ",commercial
car sticker printing,210,62,6,6,1.26,https://www.psprint.com/stickers-labels/category,10,0.01,13,1,25000000,"[81,81,100,81,65,100,100,100,81,65,100,81]",2021-11-23,"Site links, Reviews, Image, Shopping ads, Video Carousel","informational, transactional"
personalized new years cards,210,46,84,84,2.02,https://www.psprint.com/design-templates/greeting-cards/gc-3125/,0,0,0,0.94,165000000,"[6,13,100,16,1,1,1,1,1,1,1,2]",2021-11-30,"Image pack, Reviews, Video, Image, AdWords top, AdWords bottom, Shopping ads, FAQ",commercial
postcard stock,210,53,15,15,1.63,https://www.psprint.com/resources/how-to-print-postcards-that-survive-the-mail/,1,0,1,1,87800000,"[81,81,100,81,100,81,81,65,65,65,65,65]",2021-12-02,"Reviews, Video, People also ask, FAQ","informational, transactional"
see photo,210,80,79,79,0.4,https://www.psprint.com/resources/how-to-check-your-image-resolution/,0,0,0,0.06,13440000000,"[65,65,65,65,81,81,81,100,81,81,65,81]",2021-11-17,"Image pack, Reviews, Video Carousel","commercial, informational"
order vinyl stickers,210,58,79,79,3.06,https://www.psprint.com/stickers/vinyl-stickers,0,0,0,1,583000000,"[81,100,81,100,67,81,100,100,100,100,100,81]",2021-11-17,"Image pack, Site links, Reviews, People also ask",transactional
best menu design,210,57,60,60,1.62,https://www.psprint.com/resources/menu-design-essentials/,0,0,0,1,8550000000,"[100,81,81,81,100,81,81,100,100,81,81,81]",2021-12-12,"Image pack, Reviews, Video Carousel, People also ask",commercial
print to order,210,86,29,29,2.98,https://www.psprint.com/helpcenter/ordering/how-to/place-orders/,0,0,0,0.68,4430000000,"[100,100,81,81,81,81,100,65,81,65,81,81]",2021-12-01,"Site links, Reviews, Video, AdWords top, People also ask, FAQ",commercial
website to make invitations,210,77,15,15,1.21,https://www.psprint.com/design-templates/invitation-cards/,1,0,1,1,174000000,"[81,65,54,65,65,100,100,100,81,100,65,65]",2021-11-17,"Site links, Reviews, FAQ",transactional
design your own calendar,210,72,82,82,1.43,https://www.psprint.com/resources/print-custom-calendars-using-calendar-templates/,0,0,0,1,394000000,"[54,100,100,67,29,23,29,29,29,35,44,44]",2021-11-28,"Site links, Reviews, Video, AdWords top, Shopping ads, People also ask, FAQ",transactional
wedding card sample,210,74,25,25,1.12,https://www.psprint.com/design-templates/invitation-cards/~~~~~~wedding,0,0,0,1,78800000,"[100,53,53,66,53,81,66,81,66,66,66,81]",2021-11-17,"Image pack, Site links, Reviews, Shopping ads, Video Carousel","informational, transactional"
happy holidays business cards,210,63,52,52,7.32,https://www.psprint.com/design-templates/greeting-cards/~~~~~~holiday_and_seasons_greetings,0,0,0,1,144000000,"[11,37,100,2,1,1,1,1,2,2,3,4]",2021-11-30,"Image pack, Reviews, People also ask, FAQ",commercial
electronic party invitations,210,77,69,69,1.39,https://www.psprint.com/resources/make-party-invitations-easy/,0,0,0,1,12600000,"[36,36,28,36,36,54,67,100,100,82,67,67]",2021-11-18,"Site links, Reviews, AdWords top, People also ask, FAQ",commercial
photo pixel size,210,75,46,46,0.78,https://www.psprint.com/resources/how-to-check-your-image-resolution/,0,0,0,0.04,0,"[81,81,100,81,65,65,65,81,81,100,81,81]",2021-11-17,"Carousel, Image pack, Site links, Video, Featured snippet, People also ask, FAQ","commercial, informational"
personal thank you cards,210,65,76,76,2.18,https://www.psprint.com/store/shop/thank-you-cards/,0,0,0,1,663000000,"[100,81,100,100,67,100,100,100,81,100,81,67]",2021-11-18,"Image pack, Site links, Reviews, Image, Shopping ads, People also ask, FAQ","informational, transactional"
best fonts for names,210,65,30,30,0,https://www.psprint.com/resources/powerful-business-card-fonts/,0,0,0,0.22,0,"[81,81,100,81,100,81,81,65,65,65,81,65]",2021-11-17,"Carousel, Image pack, Site links, Reviews, Featured snippet",commercial
holiday card size,210,48,53,53,3.41,https://www.psprint.com/greeting-cards/flat-holiday-cards,0,0,0,1,1130000000,"[30,82,100,6,5,2,1,2,3,2,5,13]",2021-11-30,"Image pack, Reviews, Video, AdWords top, Shopping ads, People also ask, FAQ","commercial, informational"
electronic invitation maker,210,78,55,55,0.93,https://www.psprint.com/design-templates/invitation-cards/,0,0,0,1,36200000,"[44,28,28,53,53,81,81,100,100,66,53,66]",2021-11-19,"Site links, Reviews, Video, AdWords top, People also ask, FAQ",commercial
xmas greeting card,210,69,40,40,0.73,https://www.psprint.com/design-templates/greeting-cards/~~~~~~christmas,0,0,0,1,58400000,"[4,17,100,2,1,1,1,1,1,1,1,2]",2021-12-12,"Image pack, Site links, Reviews, Video Carousel, People also ask, FAQ","commercial, informational"
free brochure creator,210,69,12,12,2.49,https://www.psprint.com/design-templates/brochures/,2,0,6,0.63,6270000,"[100,100,100,81,100,100,100,81,81,65,81,65]",2021-11-28,"Reviews, Video, AdWords top, People also ask, FAQ",commercial
high quality printing paper,210,52,17,17,1.13,https://www.psprint.com/resources/best-paper-types-printing/,0,0,0,1,278000000,"[65,81,100,100,81,81,81,81,65,65,81,100]",2021-11-18,"Reviews, Shopping ads, People also ask",commercial
banners and posters,210,71,7,7,1.97,https://www.psprint.com/resources/poster-or-banner/,8,0.01,16,1,50500000,"[100,100,65,81,65,65,81,65,65,65,65,65]",2021-11-26,"Image pack, Site links, Reviews, People also ask, FAQ",transactional
print vinyl decals,210,62,91,91,1.49,https://www.psprint.com/stickers/vinyl-stickers,0,0,0,1,41500000,"[81,65,65,81,54,81,100,65,65,81,65,81]",2021-11-18,"Reviews, Video, AdWords top, Video Carousel, People also ask",transactional
wedding invitation card sample,210,72,4,4,1.02,https://www.psprint.com/design-templates/invitation-cards/~~~~~~wedding,14,0.01,14,1,34700000,"[81,65,81,81,81,100,100,100,100,100,65,81]",2021-11-17,"Image pack, Site links, Reviews, Shopping ads, People also ask, FAQ","commercial, informational"
folded wedding programs,210,39,40,40,2.3,https://www.psprint.com/resources/perfect-wedding-program-printing-guide/,0,0,0,1,3490000,"[44,28,16,44,53,81,100,100,100,100,81,100]",2021-11-17,"Image pack, Site links, Reviews, Image, Shopping ads, Video Carousel",commercial
create graduation announcements,210,65,52,52,2.62,https://blog.psprint.com/designing/how-design-and-print-gorgeous-graduation-announcements/,0,0,0,0.8,10200000,"[10,13,13,10,13,30,82,100,19,8,6,5]",2021-11-17,"Site links, Reviews, Video, Video Carousel, People also ask, FAQ",transactional
business card logo maker,210,62,38,38,2.79,https://www.psprint.com/design-templates/business-cards/,0,0,0,1,237000000,"[100,81,81,81,81,81,81,100,81,81,65,81]",2021-11-18,"Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads, People also ask, FAQ",commercial
one page brochure,210,50,20,20,2.52,https://www.psprint.com/design-templates/brochures/,0,0,1,1,297000000,"[100,100,65,81,81,81,100,81,81,65,65,65]",2021-11-28,"Image pack, Reviews, Image, Video Carousel, People also ask, FAQ","informational, transactional"
cheap printing paper,210,66,95,95,1.34,https://www.psprint.com/printing-discount,0,0,0,1,66200000,"[100,81,65,100,100,100,100,65,81,81,81,81]",2021-11-29,"Site links, Reviews, Video, People also ask, FAQ",transactional
custom gold stickers,210,33,82,82,1.89,https://www.psprint.com/stickers-labels/roll-stickers,0,0,0,1,67100000,"[65,81,65,100,81,100,81,65,65,65,54,65]",2021-11-17,"Image pack, Site links, Reviews, Video, Image",transactional
wedding program sign,210,21,58,58,1.48,https://www.psprint.com/resources/perfect-wedding-program-printing-guide/,0,0,0,1,485000000,"[66,22,22,34,53,81,81,100,81,100,100,100]",2021-11-17,"Image pack, Site links, Reviews, Video, Image, Shopping ads","commercial, informational"
event ticket maker,210,58,55,55,2.22,https://www.psprint.com/layout-templates/event-tickets-printing/,0,0,0,1,20100000,"[36,18,28,28,36,67,54,67,82,67,82,100]",2021-12-05,"Site links, Reviews, Video",commercial
postcard front,210,50,34,34,0,https://www.psprint.com/layout-templates/postcards-printing/,0,0,0,1,68800000,"[100,81,100,81,81,100,100,81,54,35,42,65]",2021-11-30,"Image pack, Reviews, Video, Video Carousel, People also ask","informational, transactional"
round sticker template,210,54,3,3,1.16,https://www.psprint.com/design-templates/stickers-labels/~~horizontal_circle-vertical_circle,18,0.02,21,1,95,"[81,81,100,65,65,81,81,100,65,65,81,65]",2021-11-17,"Image pack, Site links, Reviews, Video, Shopping ads, People also ask","informational, transactional"
dinner party invitation wording,210,52,23,23,1.5,https://www.psprint.com/resources/cocktail-party-invitation-wording-ideas/,0,0,0,1,6840000,"[66,44,44,34,34,53,66,81,81,100,66,81]",2021-11-18,"Image pack, Video, AdWords bottom, Shopping ads, People also ask, FAQ","commercial, informational"
postcard in,210,50,56,56,0.43,https://www.psprint.com/resources/design-your-own-postcard-in-three-steps/,0,0,0,0.25,156000000,"[53,44,34,66,81,100,81,81,81,66,53,66]",2021-11-19,"Site links, Reviews, Video",transactional
invitation message,210,60,14,14,0.83,https://www.psprint.com/resources/business-invitation-wording-examples/,1,0,1,1,0,"[81,81,65,65,65,81,100,100,100,100,100,100]",2021-11-17,"Carousel, Image pack, Reviews, Featured snippet, Shopping ads, Video Carousel, People also ask","commercial, informational"
invitation message,210,60,15,15,0.83,https://www.psprint.com/resources/cocktail-party-invitation-wording-ideas/,1,0,0,1,0,"[81,81,65,65,65,81,100,100,100,100,100,100]",2021-11-17,"Carousel, Image pack, Reviews, Featured snippet, Shopping ads, Video Carousel, People also ask","commercial, informational"
14 point cardstock,210,25,75,75,1.21,https://www.psprint.com/resources/comparing-business-card-paper-stocks/,0,0,0,1,3590000,"[65,65,65,100,65,100,100,100,81,100,81,81]",2021-11-17,"Image pack, Reviews, Shopping ads, Video Carousel, People also ask","commercial, informational"
color vector,210,27,34,34,1.44,https://www.psprint.com/resources/difference-between-raster-vector/,0,0,0,0.01,7010000000,"[100,65,65,81,81,65,81,81,65,65,65,65]",2021-11-17,"Image pack, Site links, Reviews, Video, People also ask, FAQ","commercial, informational"
38 sticker,210,21,76,76,0,https://www.psprint.com/design-templates/stickers-labels/,0,0,0,0.57,175000000,"[2,100,54,100,54,35,35,35,29,29,29,23]",2021-11-18,"Image pack, Reviews, Video, Image","informational, transactional"
business brochure templates,210,72,9,9,2.16,https://www.psprint.com/design-templates/brochures/,6,0,13,1,95,"[81,65,65,100,100,81,100,65,65,65,81,81]",2021-11-17,"Image pack, Site links, Reviews, Video, People also ask",transactional
retro business cards,210,28,48,48,3.04,https://www.psprint.com/design-templates/business-cards/,0,0,0,1,93300000,"[53,66,44,53,66,81,81,100,66,53,66,81]",2021-11-30,"Image pack, Reviews",commercial
bitmap to vector,210,54,54,54,1.38,https://www.psprint.com/resources/difference-between-raster-vector/,0,0,0,0.06,13800000,"[81,100,100,81,100,100,65,81,81,65,81,65]",2021-11-17,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Video Carousel, People also ask, FAQ",commercial
custom size stickers,210,62,58,58,4.62,https://www.psprint.com/stickers-labels,0,0,0,1,130000000,"[100,100,81,100,81,100,81,100,100,100,100,100]",2021-11-30,"Site links, Reviews, Video, AdWords top, FAQ",commercial
happy hour invitation wording,210,49,6,6,2.34,https://www.psprint.com/resources/cocktail-party-invitation-wording-ideas/,10,0.01,24,1,7650000,"[36,28,23,28,36,44,54,82,82,100,82,82]",2021-11-18,"Image pack, Shopping ads, People also ask, FAQ","commercial, informational"
wall calendar size,210,30,10,10,0.74,https://www.psprint.com/calendars/category,6,0,4,1,164000000,"[44,67,100,81,23,23,19,23,19,29,35,29]",2021-11-17,"Image pack, Reviews, Video, Featured snippet, Image, Shopping ads, People also ask, FAQ","commercial, informational"
custom cut stickers,210,50,66,66,4.92,https://www.psprint.com/die-cut-stickers,0,0,0,1,62900000,"[81,81,81,100,81,100,81,100,100,100,81,67]",2021-11-18,"Image pack, Reviews, Video, AdWords top, Shopping ads, FAQ",transactional
digital brochure templates,210,52,43,43,2.34,https://www.psprint.com/design-templates/brochures/,0,0,0,1,19200000,"[100,81,65,81,100,100,81,81,81,54,54,65]",2021-11-18,"Reviews, Video, AdWords top, People also ask, FAQ",commercial
modern invitation,210,44,63,63,2.14,https://www.psprint.com/design-templates/invitation-cards/~~~~~contemporary,0,0,0,1,124000000,"[66,34,44,53,66,81,100,81,66,81,81,81]",2021-11-17,"Image pack, Reviews, Shopping ads, Video Carousel","commercial, informational"
250 free business cards,210,59,60,60,2.26,https://www.psprint.com/business-cards,0,0,0,1,328000000,"[3,3,3,5,5,3,12,54,66,81,100,100]",2021-12-09,"Reviews, Video, AdWords bottom, FAQ",commercial
invitation text message sample,210,39,17,17,0,https://www.psprint.com/resources/business-invitation-wording-examples/,0,0,0,1,41200000,"[81,66,34,44,53,66,66,66,100,81,53,66]",2021-11-18,"Image pack, Site links, Reviews, Video, Shopping ads, People also ask","commercial, informational"
card editor,210,64,32,32,0.97,https://www.psprint.com/design-templates/business-cards/,0,0,0,0.42,1130000000,"[81,81,100,81,81,81,81,100,100,81,81,100]",2021-11-17,"Image pack, Site links, Reviews, AdWords top, Video Carousel",commercial
birthday invitation wording samples,210,52,41,41,1.34,https://www.psprint.com/resources/business-invitation-wording-examples/,0,0,0,1,1230000,"[100,82,36,54,36,44,54,54,54,67,54,82]",2021-11-28,"Image pack, Reviews, Video, People also ask, FAQ",transactional
rectangle sticker labels,210,43,28,28,2.35,https://www.psprint.com/design-templates/stickers-labels/~~horizontal_rectangle,0,0,0,1,11800000,"[100,67,81,81,100,100,100,100,100,81,100,100]",2021-11-18,"Image pack, Reviews, Image",transactional
wedding reception program template,210,54,36,36,0.99,https://www.psprint.com/resources/perfect-wedding-program-printing-guide/,0,0,0,1,7360000,"[44,22,34,34,44,81,100,100,81,100,81,66]",2021-11-18,"Image pack, Site links, Reviews, Image, Shopping ads, FAQ","informational, transactional"
printable round sticker labels,210,46,12,12,2.94,https://www.psprint.com/design-templates/stickers-labels/~~horizontal_circle-vertical_circle,2,0,8,1,69,"[2,100,37,3,1,3,3,4,3,2,3,3]",2021-11-17,"Image pack, Site links, Reviews, Video, Shopping ads","informational, transactional"
salon marketing,210,56,28,28,7.78,https://www.psprint.com/resources/salon-marketing-guide/,0,0,2,0.6,134000000,"[100,100,100,100,81,81,65,65,65,65,81,81]",2021-11-24,"Site links, Reviews, Featured snippet, AdWords top, AdWords bottom, Video Carousel, People also ask",commercial
free digital party invitations,210,79,59,59,0.76,https://www.psprint.com/design-templates/invitation-cards/,0,0,0,0.98,100,"[13,10,10,23,10,36,67,82,100,82,67,82]",2021-11-17,"Site links, Reviews, Video, AdWords top, Video Carousel, People also ask, FAQ",commercial
unique shaped business cards,210,35,51,51,1.72,https://www.psprint.com/business-cards/category,0,0,0,1,171000000,"[81,54,54,81,81,81,81,81,81,100,100,65]",2021-11-17,"Image pack, Reviews, Shopping ads, Video Carousel, People also ask, FAQ","informational, transactional"
cheap vinyl stickers,210,57,54,54,2.37,https://www.psprint.com/stickers-labels,0,0,0,1,17000000,"[81,65,65,81,65,100,81,81,81,81,81,81]",2021-12-02,"Site links, Reviews, Video, AdWords top, Shopping ads, People also ask, FAQ",commercial
graphic market,210,46,24,24,1.12,https://www.psprint.com/resources/graphic-design-business/,0,0,0,0.09,1640000000,"[81,100,53,66,66,66,81,53,53,53,53,53]",2021-11-17,"Image pack, Site links, Reviews, AdWords top, People also ask, FAQ",commercial
best business card company,210,72,56,56,6.87,https://www.psprint.com/business-cards/category,0,0,0,1,3450000000,"[35,29,67,100,54,35,35,44,35,35,35,35]",2021-11-18,"Reviews, AdWords top, Shopping ads, People also ask, FAQ",commercial
flyer versus flier,210,46,62,62,1.99,https://www.psprint.com/resources/fonts-that-get-your-brochures-and-flyers-noticed/,0,0,0,0.06,6840000,"[81,53,53,66,81,100,81,66,66,66,66,81]",2021-11-17,"Image pack, Site links, Reviews, Featured snippet, People also ask","commercial, informational"
make pictures higher quality,210,67,25,25,1.28,https://www.psprint.com/resources/how-to-check-your-image-resolution/,0,0,0,0.25,543000000,"[81,65,81,65,65,65,81,100,81,100,100,81]",2021-11-17,"Site links, Reviews, AdWords top, Video Carousel, People also ask",commercial
fast wedding invitations,210,66,47,47,4.09,https://www.psprint.com/store/shop/wedding-invitation-cards/,0,0,0,0.99,43500000,"[44,34,28,34,53,81,81,81,100,100,100,66]",2021-11-18,"Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads, People also ask, FAQ",commercial
circle emblem,210,38,28,28,0,https://www.psprint.com/design-templates/stickers-labels/st-730/,0,0,0,0.98,500000000,"[81,81,65,81,81,100,81,81,81,65,81,65]",2021-11-17,"Image pack, Reviews",commercial
logo thank you cards,210,57,24,24,3.31,https://www.psprint.com/design-templates/invitation-cards/~~~~~~thank_you,0,0,1,1,4500000000,"[100,81,81,81,81,81,66,66,53,53,66,66]",2021-11-28,"Image pack, Site links, Reviews, Video, Image, AdWords top",commercial
card sending service,210,70,57,57,1.76,https://www.psprint.com/greeting-cards,0,0,0,1,481000000,"[44,54,100,54,54,44,44,67,44,28,44,44]",2021-11-28,"Reviews, People also ask",commercial
create company letterhead,210,63,4,4,2.35,https://www.psprint.com/design-templates/letterhead/,14,0.01,34,1,12400000,"[100,81,81,100,100,100,100,81,81,81,81,81]",2021-11-19,"Site links, Reviews, AdWords top, AdWords bottom, Video Carousel, People also ask, FAQ",commercial
basic business cards,210,68,11,11,3.56,https://www.psprint.com/design-templates/business-cards/,9,0.01,35,1,904000000,"[81,65,81,81,81,100,100,100,81,81,81,81]",2021-11-30,"Image pack, Site links, Reviews, Video Carousel, People also ask, FAQ",transactional
half birthday card,210,25,81,81,0.82,https://www.psprint.com/design-templates/greeting-cards/~~~~~~birthday,0,0,0,1,223000000,"[66,44,53,81,81,81,66,66,100,81,66,53]",2021-11-17,"Image pack, Reviews, Video, AdWords top",transactional
bookplate template,210,31,56,56,0.88,https://blog.psprint.com/designing/bookplate-design-3-tips-graphic-designers/,0,0,0,1,751000,"[100,81,100,81,81,65,81,81,81,65,100,65]",2021-12-12,"Image pack, Reviews, People also ask","commercial, informational"
5x7 postcard printing,210,58,24,24,5.4,https://www.psprint.com/layout-templates/postcards-printing/,0,0,1,1,481000,"[65,100,81,81,65,65,65,81,65,81,81,100]",2021-11-18,"Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads",transactional
good business card designs,210,64,31,31,3.65,https://www.psprint.com/design-templates/business-cards/,0,0,0,1,349000000,"[100,81,54,81,100,100,100,65,81,100,81,100]",2021-11-17,"Image pack, Reviews, Shopping ads, Video Carousel, People also ask, FAQ","commercial, informational"
indian wedding card template,210,48,63,63,0.92,https://www.psprint.com/design-templates/invitation-cards/~~~~~~wedding,0,0,0,1,97,"[81,81,81,100,100,100,100,81,100,67,81,100]",2021-11-18,"Image pack, Site links, Reviews, Video, Image, AdWords bottom, Shopping ads, FAQ","commercial, informational"
running prints,210,20,86,86,0.86,https://www.psprint.com/posters/short-run-posters,0,0,0,0.77,4130000000,"[35,35,29,100,67,54,29,23,15,19,67,44]",2021-11-18,"Image pack, Reviews, Image",transactional
catalogue design template,210,67,18,18,1.72,https://www.psprint.com/resources/free-catalog-templates-for-quick-and-easy-design/,0,0,1,1,27900000,"[81,100,66,81,66,81,66,53,53,53,66,66]",2021-12-12,"Image pack, Site links, Reviews, Video",commercial
printable xmas cards,210,69,11,11,0,https://www.psprint.com/design-templates/greeting-cards/~~~~~~christmas,9,0.01,0,1,17600000,"[2,9,100,2,1,1,1,1,1,1,1,1]",2021-11-17,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads, FAQ","commercial, informational"
business card psd,210,51,12,12,2.94,https://www.psprint.com/layout-templates/business-cards-printing/,2,0,8,0.99,34300000,"[100,100,65,100,81,81,81,100,100,81,81,65]",2021-11-26,"Site links, Reviews, Video, AdWords top",commercial
fruit crate labels,210,24,74,74,0.13,https://blog.psprint.com/printing/vintage-fruit-crate-labels/,0,0,0,1,2770000,"[53,66,53,66,66,81,66,81,100,81,53,66]",2021-12-13,"Image pack, Site links, Video, Image","commercial, informational"
graduation envelope seals,210,25,65,65,0.6,https://www.psprint.com/resources/five-cool-ways-to-design-graduation-stickers/,0,0,0,1,1530000,"[8,13,6,8,8,30,82,100,24,3,1,5]",2021-11-17,"Image pack, Reviews, Image, Shopping ads",transactional
pretty business cards,210,42,71,71,2.51,https://www.psprint.com/resources/powerful-business-card-fonts/,0,0,0,1,510000000,"[100,67,67,100,100,100,100,100,81,100,100,100]",2021-11-17,"Image pack, Reviews, Shopping ads, Video Carousel, FAQ","commercial, informational"
www upsfreight com tracking,210,65,65,65,2.39,https://www.psprint.com/helpcenter/ordering/shipping-delivery/help/,0,0,0,0.04,693000,"[100,22,28,53,66,100,81,100,81,53,66,53]",2021-11-17,"Site links, Reviews, People also ask","informational, transactional"
fortune 500 company logos,210,38,12,12,2.06,https://blog.psprint.com/designing/fortune-500-company-logos/,2,0,5,0.04,7740000,"[100,66,53,66,66,66,66,53,53,66,66,66]",2021-11-28,"Image pack, Site links, Video","commercial, informational"
12x12 calendar,210,32,55,55,0.76,https://www.psprint.com/layout-templates/calendars-printing/,0,0,0,1,92,"[29,54,100,67,15,13,13,10,10,10,13,19]",2021-11-17,"Image pack, Reviews, Shopping ads, FAQ",transactional
white business card,210,23,52,52,3.18,https://www.psprint.com/design-templates/business-cards/,0,0,0,1,4100000000,"[81,66,53,66,53,81,100,53,66,66,66,66]",2021-11-23,"Image pack, Reviews, Image, Video Carousel, FAQ","informational, transactional"
plastic banner,210,74,43,43,2.06,https://www.psprint.com/vinyl-banners,0,0,0,1,210000000,"[44,53,44,44,53,53,66,100,81,81,81,81]",2021-11-30,"Image pack, Site links, Reviews, Image, Shopping ads, Video Carousel, People also ask",transactional
4x4 labels,210,29,9,9,3.29,https://www.psprint.com/design-templates/stickers-labels/~4x4,6,0,20,1,7920000,"[100,100,100,81,81,100,100,100,100,81,100,81]",2021-11-18,"Image pack, Reviews, Video, Shopping ads, Video Carousel, FAQ","informational, transactional"
printing sites,210,97,11,11,2.87,https://www.psprint.com/,9,0.01,28,0.95,402000000,"[100,100,100,100,65,81,81,100,81,81,81,100]",2021-11-28,"Site links, Reviews, Featured snippet, AdWords top",commercial
band business cards,210,25,48,48,2.72,https://www.psprint.com/design-templates/ultra-business-cards/,0,0,0,1,320000000,"[53,34,13,34,44,81,66,100,81,100,81,100]",2021-11-18,"Image pack, Reviews, Shopping ads, Video Carousel","commercial, informational"
create logo stickers,210,69,14,14,2.72,https://www.psprint.com/design-templates/stickers-labels/,1,0,3,1,83900000,"[100,66,66,81,66,100,66,81,53,53,44,34]",2021-11-29,"Site links, Reviews, Video, Image, Shopping ads, People also ask, FAQ","commercial, informational"
accordion fold brochure,210,27,1,1,3.31,https://www.psprint.com/feature/brochures/landing-accordion-fold/landing-layout-folding-and-press/,98,0.12,326,1,6620000,"[81,54,65,65,81,100,100,81,81,65,65,65]",2021-11-30,"Image pack, Reviews, Video, Video Carousel, People also ask","informational, transactional"
high res pics,210,77,68,68,2.33,https://www.psprint.com/resources/how-to-check-your-image-resolution/,0,0,0,0.11,1830000000,"[81,65,65,81,81,100,81,65,81,65,81,65]",2021-11-30,"Image pack, Site links, Video, People also ask",commercial
postcard printing and mailing,210,56,5,5,11.15,https://www.psprint.com/postcards/category,10,0.01,117,0.97,15200000,"[100,100,100,81,65,100,65,65,65,81,81,100]",2021-12-08,"Image pack, Reviews, AdWords top, AdWords bottom",transactional
direct mail marketing services,210,65,63,63,17.12,https://www.psprint.com/resources/business-marketing-plans/direct-mail-marketing/,0,0,0,0.41,390000000,"[66,66,81,66,44,53,66,100,66,81,100,66]",2021-11-17,"Site links, AdWords bottom, People also ask, FAQ",commercial
best readable font,210,53,97,97,0,https://www.psprint.com/resources/powerful-business-card-fonts/,0,0,0,0.02,132000000,"[81,81,100,81,100,100,100,81,65,81,81,81]",2021-11-17,"Site links, Reviews, People also ask",commercial
personalized magnets bulk,210,59,65,65,2.63,https://www.psprint.com/design-templates/magnets/,0,0,0,1,7680000,"[34,53,44,44,44,44,66,81,81,100,100,81]",2021-11-19,"Site links, Reviews, FAQ",transactional
3 by 5 card,210,44,92,92,0.67,https://www.psprint.com/design-templates/business-cards/~3.5x3.5,0,0,0,1,4150000000,"[66,66,66,66,81,53,53,66,44,44,66,100]",2021-11-27,"Image pack, Site links, Reviews, Shopping ads, Video Carousel, People also ask","informational, transactional"
create my own stickers,210,70,14,14,1.78,https://www.psprint.com/design-templates/stickers-labels/,1,0,2,1,127000000,"[81,81,65,100,81,100,81,65,65,65,81,81]",2021-11-17,"Image pack, Site links, Reviews, Video Carousel, FAQ",transactional
crescent moon template,210,30,18,18,0,https://www.psprint.com/design-templates/postcards/pc-928/,0,0,0,1,98,"[100,53,53,66,66,81,66,53,53,44,53,66]",2021-11-17,"Image pack, Reviews, Video","commercial, informational"
